Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOM,Max Trains In Operation,Average Speed (mi/hr),Average Passenger Trip Length (mi),Passengers per Hour,Scheduled Vehicle Revenue Miles,Vehicle Miles,Vehicle Revenue Miles,Deadhead Miles,Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Train Miles,Train Revenue Miles,Train Hours,Train Revenue Hours,Unlinked Passenger Trips,Passenger Miles,Directional Route Miles,,,,,,,,,,,,,,,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345 ", 75 ,MB,DO,27,0, 17.22 , -   , 8.99 ,"848,993 ","817,913 ","794,107 ","23,806 ","47,084 ","46,111 ",973 ,0 ,0 ,0 ,0 ,"414,497 ",0 ,289.9,,,,,,,,,,,,,,,,,
Antelope Valley Transit Authority,Lancaster,CA,9121,90121,Independent Public Agency or Authority of Transit Service,Full Reporter,"341,219 ", 75 ,CB,PT,26,0, 32.79 , 62.54 , 11.24 ,"931,604 ","1,349,546 ","931,604 ","417,942 ","58,240 ","28,415 ","29,825 ",0 ,0 ,0 ,0 ,"319,411 ","19,975,964 ",163.8,,,,,,,,,,,,,,,,,
Antelope Valley Transit Authority,Lancaster,CA,9121,90121,Independent Public Agency or Authority of Transit Service,Full Reporter,"341,219 ", 75 ,DR,PT,12,0, 21.63 , 8.79 , 2.41 ,0 ,"600,226 ","374,725 ","225,501 ","26,873 ","17,323 ","9,550 ",0 ,0 ,0 ,0 ,"41,783 ","367,381 ",0.0,,,,,,,,,,,,,,,,,
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295 ", 74 ,MB,DO,62,0, 4.71 , 1.61 , 23.20 ,"618,925 ","648,691 ","618,925 ","29,766 ","133,037 ","131,545 ","1,492 ",0 ,0 ,0 ,0 ,"3,051,760 ","4,911,532 ",34.9,,,,,,,,,,,,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ", 74 ,DR,PT,43,0, 20.96 , 8.87 , 3.94 ,0 ,"925,690 ","829,191 ","96,499 ","42,786 ","39,553 ","3,233 ",0 ,0 ,0 ,0 ,"155,685 ","1,380,221 ",0.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ", 74 ,MB,DO,40,0, 11.86 , 2.75 , 24.62 ,"1,108,099 ","1,227,435 ","1,107,537 ","119,898 ","102,725 ","93,386 ","9,339 ",0 ,0 ,0 ,0 ,"2,299,607 ","6,325,163 ",146.1,,,,,,,,,,,,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ", 74 ,MB,DO,21,0, 15.16 , 4.18 , 16.90 ,"903,472 ","938,269 ","902,746 ","35,523 ","64,450 ","59,533 ","4,917 ",0 ,0 ,0 ,0 ,"1,006,034 ","4,205,222 ",175.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ", 74 ,DR,PT,20,0, 12.12 , 4.94 , 1.89 ,0 ,"393,272 ","331,466 ","61,806 ","32,896 ","27,338 ","5,558 ",0 ,0 ,0 ,0 ,"51,646 ","254,883 ",0.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ", 74 ,CB,DO,14,0, 28.45 , 29.53 , 10.65 ,"527,629 ","584,451 ","527,629 ","56,822 ","21,329 ","18,547 ","2,782 ",0 ,0 ,0 ,0 ,"197,572 ","5,833,559 ",365.3,,,,,,,,,,,,,,,,,
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295 ", 74 ,FB,DO,12,0, 15.66 , 4.11 , 160.55 ,"430,930 ","447,321 ","430,930 ","16,391 ","28,397 ","27,524 ",873 ,0 ,0 ,0 ,0 ,"4,419,075 ","18,165,527 ",54.9,,,,,,,,,,,,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ", 74 ,MB,PT,10,0, 20.90 , 11.16 , 3.93 ,"162,994 ","263,527 ","159,922 ","103,605 ","12,307 ","7,653 ","4,654 ",0 ,0 ,0 ,0 ,"30,047 ","335,467 ",615.0,,,,,,,,,,,,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 73 ,TR,DO,59,0, 11.18 , -   , 9.74 ,0 ,0 ,"3,190,582 ",0 ,0 ,"285,383 ",0 ,0 ,0 ,0 ,0 ,"2,778,910 ",0 ,0.0,,,,,,,,,,,,,,,,,
The Eastern Contra Costa Transit Authority,Antioch,CA,9162,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,"277,634 ", 73 ,MB,PT,52,0, 14.20 , 7.26 , 17.80 ,"2,070,274 ","2,399,133 ","2,054,318 ","344,815 ","161,594 ","144,692 ","16,902 ",0 ,0 ,0 ,0 ,"2,574,864 ","18,695,970 ",456.0,,,,,,,,,,,,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443 ", 73 ,MB,PT,51,0, 12.46 , 5.45 , 22.12 ,"1,613,406 ","1,619,887 ","1,540,177 ","79,710 ","128,346 ","123,576 ","4,770 ",0 ,0 ,0 ,0 ,"2,733,846 ","14,899,461 ",206.5,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,DR,DO,48,0, 24.97 , -   , 1.52 ,0 ,0 ,"1,926,290 ",0 ,0 ,"77,152 ",0 ,0 ,0 ,0 ,0 ,"117,237 ",0 ,0.0,,,,,,,,,,,,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443 ", 73 ,DR,PT,22,0, 13.76 , 6.31 , 1.87 ,0 ,"494,313 ","435,834 ","58,479 ","34,934 ","31,681 ","3,253 ",0 ,0 ,0 ,0 ,"59,293 ","373,962 ",0.0,,,,,,,,,,,,,,,,,
The Eastern Contra Costa Transit Authority,Antioch,CA,9162,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,"277,634 ", 73 ,DR,PT,21,0, 12.34 , 6.25 , 2.10 ,0 ,"932,338 ","775,428 ","156,910 ","68,513 ","62,820 ","5,693 ",0 ,0 ,0 ,0 ,"131,917 ","825,079 ",0.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,MB,DO,15,0, 13.30 , -   , 9.04 ,0 ,0 ,"398,137 ",0 ,0 ,"29,946 ",0 ,0 ,0 ,0 ,0 ,"270,698 ",0 ,0.0,,,,,,,,,,,,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 73 ,VP,DO,10,0, 61.08 , -   , 4.14 ,0 ,0 ,"229,241 ",0 ,0 ,"3,753 ",0 ,0 ,0 ,0 ,0 ,"15,530 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,CB,DO,7,0, 24.47 , -   , 6.91 ,0 ,0 ,"196,818 ",0 ,0 ,"8,043 ",0 ,0 ,0 ,0 ,0 ,"55,563 ",0 ,0.0,,,,,,,,,,,,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 73 ,MB,DO,4,0, 16.22 , -   , 11.60 ,0 ,0 ,"64,666 ",0 ,0 ,"3,986 ",0 ,0 ,0 ,0 ,0 ,"46,221 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 73 ,DT,PT,3,0, 11.86 , -   , 2.76 ,0 ,0 ,"8,930 ",0 ,0 ,753 ,0 ,0 ,0 ,0 ,0 ,"2,075 ",0 ,0.0,,,,,,,,,,,,,,,,,
Southwest Georgia RC,Camilla,GA,4R03-090,4R03-41177,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 72 ,DR,DO,72,0, 18.13 , -   , 1.58 ,0 ,0 ,"3,141,668 ",0 ,0 ,"173,327 ",0 ,0 ,0 ,0 ,0 ,"274,630 ",0 ,0.0,,,,,,,,,,,,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 , 72 ,DR,DO,70,0, 19.01 , -   , 0.65 ,0 ,0 ,"108,717 ",0 ,0 ,"5,718 ",0 ,0 ,0 ,0 ,0 ,"3,726 ",0 ,0.0,,,,,,,,,,,,,,,,,
Bluegrass Community Action Agency,Frankfort,KY,4R04-001,4R04-40948,Private-Non-Profit Corporation,Rural Reporter,0 , 72 ,DR,DO,68,0, 14.05 , -   , 1.42 ,0 ,0 ,"2,145,205 ",0 ,0 ,"152,653 ",0 ,0 ,0 ,0 ,0 ,"216,346 ",0 ,0.0,,,,,,,,,,,,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ", 72 ,VP,PT,40,0, 53.52 , 51.79 , 7.98 ,0 ,"911,741 ","911,741 ",0 ,"17,034 ","17,034 ",0 ,0 ,0 ,0 ,0 ,"135,846 ","7,035,698 ",0.0,,,,,,,,,,,,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ", 72 ,MB,DO,17,0, 12.91 , 7.14 , 11.60 ,"886,605 ","949,052 ","879,722 ","69,330 ","74,546 ","68,146 ","6,400 ",0 ,0 ,0 ,0 ,"790,666 ","5,645,484 ",178.0,,,,,,,,,,,,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ", 72 ,DR,DO,15,0, 11.55 , 32.70 , 1.97 ,0 ,"327,096 ","266,300 ","60,796 ","26,644 ","23,048 ","3,596 ",0 ,0 ,0 ,0 ,"45,399 ","1,484,444 ",0.0,,,,,,,,,,,,,,,,,
Bluegrass Community Action Agency,Frankfort,KY,4R04-001,4R04-40948,Private-Non-Profit Corporation,Rural Reporter,0 , 72 ,MB,DO,4,0, 5.73 , -   , 0.41 ,0 ,0 ,"52,683 ",0 ,0 ,"9,193 ",0 ,0 ,0 ,0 ,0 ,"3,803 ",0 ,0.0,,,,,,,,,,,,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 , 72 ,DR,PT,2,0, 34.06 , -   , 2.62 ,0 ,0 ,"4,223 ",0 ,0 ,124 ,0 ,0 ,0 ,0 ,0 ,325 ,0 ,0.0,,,,,,,,,,,,,,,,,
"Good Wheels, Inc.",Ft. Myers,FL,4R02-042,4R02-40207,Private-Non-Profit Corporation,Rural Reporter,0 , 71 ,DR,DO,70,0, 14.29 , -   , 2.98 ,0 ,0 ,"1,628,565 ",0 ,0 ,"114,000 ",0 ,0 ,0 ,0 ,0 ,"339,198 ",0 ,0.0,,,,,,,,,,,,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ", 71 ,DR,DO,66,0, 15.33 , 12.55 , 1.42 ,0 ,"1,794,920 ","1,636,037 ","158,883 ","116,942 ","106,694 ","10,248 ",0 ,0 ,0 ,0 ,"151,181 ","1,897,976 ",0.0,,,,,,,,,,,,,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 71 ,MB,PT,52,0, 18.24 , 7.49 , 18.83 ,"2,461,477 ","2,867,875 ","2,454,768 ","413,107 ","148,798 ","134,594 ","14,204 ",0 ,0 ,0 ,0 ,"2,534,401 ","18,985,669 ",138.0,,,,,,,,,,,,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ", 71 ,MB,DO,49,0, 13.99 , 5.59 , 14.31 ,"2,550,330 ","2,605,905 ","2,446,815 ","159,090 ","182,499 ","174,885 ","7,614 ",0 ,0 ,0 ,0 ,"2,502,741 ","13,992,813 ",418.0,,,,,,,,,,,,,,,,,
Gwinnett County Board of Commissioners,Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ", 71 ,CB,PT,37,0, 24.91 , 27.68 , 14.29 ,"827,433 ","1,287,667 ","826,823 ","460,844 ","44,235 ","33,195 ","11,040 ",0 ,0 ,0 ,0 ,"474,365 ","13,130,423 ",87.7,,,,,,,,,,,,,,,,,
Gwinnett County Board of Commissioners,Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ", 71 ,MB,PT,26,0, 17.95 , 7.94 , 14.11 ,"1,266,449 ","1,386,044 ","1,265,452 ","120,592 ","77,378 ","70,496 ","6,882 ",0 ,0 ,0 ,0 ,"994,633 ","7,901,316 ",186.6,,,,,,,,,,,,,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 71 ,DR,DO,19,0, 19.08 , 8.93 , 2.43 ,0 ,"571,671 ","500,408 ","71,263 ","28,787 ","26,227 ","2,560 ",0 ,0 ,0 ,0 ,"63,736 ","569,051 ",0.0,,,,,,,,,,,,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ", 71 ,DR,DO,19,0, 18.01 , 8.33 , 2.36 ,0 ,"740,835 ","644,240 ","96,595 ","39,194 ","35,766 ","3,428 ",0 ,0 ,0 ,0 ,"84,396 ","702,967 ",0.0,,,,,,,,,,,,,,,,,
Gwinnett County Board of Commissioners,Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ", 71 ,DR,PT,8,0, 12.20 , 8.52 , 1.51 ,0 ,"273,633 ","222,295 ","51,338 ","21,535 ","18,222 ","3,313 ",0 ,0 ,0 ,0 ,"27,450 ","233,795 ",0.0,,,,,,,,,,,,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ", 71 ,CB,DO,4,0, 15.64 , 9.04 , 4.17 ,"136,579 ","144,881 ","131,770 ","13,111 ","9,379 ","8,424 ",955 ,0 ,0 ,0 ,0 ,"35,103 ","317,331 ",60.8,,,,,,,,,,,,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ", 71 ,SR,DO,3,3, 4.40 , 1.73 , 5.45 ,"52,112 ","52,112 ","52,112 ",0 ,"11,850 ","11,850 ",0 ,"52,112 ","52,112 ","11,850 ","11,850 ","64,570 ","111,980 ",3.8,,,,,,,,,,,,,,,,,
"Good Wheels, Inc.",Ft. Myers,FL,4R02-042,4R02-40207,Private-Non-Profit Corporation,Rural Reporter,0 , 71 ,MB,DO,1,0, 9.96 , -   , 6.00 ,0 ,0 ,"36,354 ",0 ,0 ,"3,650 ",0 ,0 ,0 ,0 ,0 ,"21,897 ",0 ,0.0,,,,,,,,,,,,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ", 71 ,MB,DO,1,0, 11.71 , 2.98 , 1.89 ,"37,048 ","36,881 ","36,242 ",639 ,"3,365 ","3,095 ",270 ,0 ,0 ,0 ,0 ,"5,841 ","17,382 ",12.3,,,,,,,,,,,,,,,,,
"Rural Economic Assistance League, Inc.",Alice ,TX,6R05-011,6R05-60175,Private-Non-Profit Corporation,Rural Reporter,0 , 70 ,DR,DO,70,0, 10.59 , -   , 5.45 ,0 ,0 ,"573,362 ",0 ,0 ,"54,167 ",0 ,0 ,0 ,0 ,0 ,"295,429 ",0 ,0.0,,,,,,,,,,,,,,,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ", 70 ,CR,DO,70,16, 36.12 , 32.26 , 29.89 ,"4,235,242 ","4,372,435 ","4,233,598 ","138,837 ","121,021 ","117,214 ","3,807 ","791,662 ","776,475 ","20,875 ","20,518 ","3,504,080 ","113,035,111 ",179.8,,,,,,,,,,,,,,,,,
Southwest Iowa Planning Council /SW Iowa Transit,Atlantic,IA,7R01-013,7R01-70258,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 70 ,DR,DO,70,0, 16.89 , -   , 3.96 ,0 ,0 ,"1,560,381 ",0 ,0 ,"92,384 ",0 ,0 ,0 ,0 ,0 ,"365,570 ",0 ,0.0,,,,,,,,,,,,,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 70 ,DR,DO,60,0, 11.31 , 9.14 , 2.81 ,0 ,"1,320,077 ","1,233,180 ","86,897 ","122,927 ","109,082 ","13,845 ",0 ,0 ,0 ,0 ,"306,264 ","2,798,706 ",0.0,,,,,,,,,,,,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535 ", 70 ,DR,PT,35,0, 11.85 , 7.95 , 1.76 ,0 ,"843,754 ","680,990 ","162,764 ","68,540 ","57,482 ","11,058 ",0 ,0 ,0 ,0 ,"101,043 ","803,203 ",0.0,,,,,,,,,,,,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535 ", 70 ,MB,PT,35,0, 11.98 , 2.83 , 28.66 ,"1,105,711 ","1,253,792 ","1,105,711 ","148,081 ","99,412 ","92,271 ","7,141 ",0 ,0 ,0 ,0 ,"2,644,064 ","7,482,701 ",283.2,,,,,,,,,,,,,,,,,
Somerset County Transportation,Somerville,NJ,2209,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 70 ,MB,DO,10,0, 12.58 , 19.92 , 4.35 ,"278,460 ","289,811 ","240,021 ","49,790 ","22,095 ","19,081 ","3,014 ",0 ,0 ,0 ,0 ,"82,907 ","1,651,915 ","1,070.9",,,,,,,,,,,,,,,,,
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 69 ,DR,DO,65,0, 8.68 , 7.46 , 2.57 ,0 ,"1,029,440 ","907,892 ","121,548 ","111,885 ","104,586 ","7,299 ",0 ,0 ,0 ,0 ,"268,299 ","2,002,491 ",0.0,,,,,,,,,,,,,,,,,
Kalamazoo Metro Transit System,Kalamazoo,MI,5035,50035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"209,703 ", 69 ,DR,PT,41,0, 14.64 , 10.47 , 1.90 ,0 ,"1,126,133 ","950,725 ","175,408 ","76,969 ","64,947 ","12,022 ",0 ,0 ,0 ,0 ,"123,654 ","1,295,052 ",0.0,,,,,,,,,,,,,,,,,
Kalamazoo Metro Transit System,Kalamazoo,MI,5035,50035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"209,703 ", 69 ,MB,DO,28,0, 13.50 , 3.21 , 22.63 ,"1,142,988 ","1,152,351 ","1,142,554 ","9,797 ","85,210 ","84,632 ",578 ,0 ,0 ,0 ,0 ,"1,915,567 ","6,148,970 ",208.0,,,,,,,,,,,,,,,,,
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 69 ,MB,DO,4,0, 12.03 , 10.95 , 3.98 ,"93,762 ","122,545 ","90,362 ","32,183 ","8,126 ","7,509 ",617 ,0 ,0 ,0 ,0 ,"29,854 ","326,894 ",48.4,,,,,,,,,,,,,,,,,
"Louisville WHEELS Transportation, Inc",Louisville,KY,4R04-027,4R04-41090,Private-Non-Profit Corporation,Rural Reporter,0 , 68 ,DR,DO,68,0, 11.96 , -   , 0.93 ,0 ,0 ,"1,438,485 ",0 ,0 ,"120,237 ",0 ,0 ,0 ,0 ,0 ,"111,714 ",0 ,0.0,,,,,,,,,,,,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 68 ,DR,PT,60,0, 17.85 , 10.36 , 2.00 ,0 ,"2,214,092 ","1,847,622 ","366,470 ","128,752 ","103,491 ","25,261 ",0 ,0 ,0 ,0 ,"207,138 ","2,146,766 ",0.0,,,,,,,,,,,,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 68 ,MB,DO,21,0, 19.41 , -   , 12.76 ,0 ,0 ,"605,969 ",0 ,0 ,"31,213 ",0 ,0 ,0 ,0 ,0 ,"398,290 ",0 ,0.0,,,,,,,,,,,,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 68 ,VP,DO,20,0, 51.91 , -   , 8.11 ,0 ,0 ,"186,769 ",0 ,0 ,"3,598 ",0 ,0 ,0 ,0 ,0 ,"29,167 ",0 ,0.0,,,,,,,,,,,,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 68 ,DR,DO,15,0, 12.43 , -   , 1.50 ,0 ,0 ,"382,233 ",0 ,0 ,"30,741 ",0 ,0 ,0 ,0 ,0 ,"46,262 ",0 ,0.0,,,,,,,,,,,,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 68 ,CB,DO,12,0, 25.04 , -   , 6.04 ,0 ,0 ,"168,638 ",0 ,0 ,"6,736 ",0 ,0 ,0 ,0 ,0 ,"40,655 ",0 ,0.0,,,,,,,,,,,,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 68 ,MB,PT,8,0, 17.14 , 15.72 , 4.25 ,"331,398 ","349,631 ","330,661 ","18,970 ","21,228 ","19,293 ","1,935 ",0 ,0 ,0 ,0 ,"82,090 ","1,290,645 ",169.4,,,,,,,,,,,,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ", 67 ,MB,DO,45,0, 10.74 , 4.10 , 18.82 ,"2,169,086 ","2,283,742 ","2,168,198 ","115,544 ","208,279 ","201,903 ","6,376 ",0 ,0 ,0 ,0 ,"3,800,673 ","15,583,507 ",363.0,,,,,,,,,,,,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ", 67 ,VP,PT,42,0, 44.63 , 38.31 , 9.69 ,0 ,"666,774 ","666,774 ",0 ,"14,939 ","14,939 ",0 ,0 ,0 ,0 ,0 ,"144,751 ","5,544,893 ",0.0,,,,,,,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 67 ,MB,PT,40,0, 10.89 , 4.92 , 16.67 ,"1,488,837 ","1,727,736 ","1,493,376 ","234,360 ","144,435 ","137,149 ","7,286 ",0 ,0 ,0 ,0 ,"2,286,094 ","11,240,873 ",425.3,,,,,,,,,,,,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ", 67 ,DR,PT,22,0, 15.48 , 7.23 , 2.17 ,0 ,"757,843 ","663,954 ","93,889 ","47,132 ","42,888 ","4,244 ",0 ,0 ,0 ,0 ,"93,274 ","674,632 ",0.0,,,,,,,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 67 ,DR,PT,21,0, 15.03 , 5.91 , 1.79 ,0 ,"660,913 ","572,376 ","88,537 ","41,248 ","38,084 ","3,164 ",0 ,0 ,0 ,0 ,"68,237 ","403,157 ",0.0,,,,,,,,,,,,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ", 67 ,CB,PT,18,0, 30.26 , 32.14 , 18.71 ,"315,143 ","632,939 ","313,242 ","319,697 ","19,549 ","10,350 ","9,199 ",0 ,0 ,0 ,0 ,"193,620 ","6,222,847 ",506.5,,,,,,,,,,,,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ", 67 ,CR,PT,7,2, 26.80 , 15.96 , 36.97 ,"201,428 ","226,295 ","201,335 ","24,960 ","10,108 ","7,513 ","2,595 ","90,672 ","85,690 ","3,527 ","3,009 ","277,741 ","4,434,105 ",62.8,,,,,,,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 67 ,CB,PT,6,0, 17.66 , 27.14 , 11.01 ,"107,597 ","216,524 ","105,271 ","111,253 ","8,898 ","5,961 ","2,937 ",0 ,0 ,0 ,0 ,"65,627 ","1,781,016 ",50.0,,,,,,,,,,,,,,,,,
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,"264,465 ", 66 ,VP,DO,66,0, 45.97 , 44.12 , 2.93 ,0 ,"1,561,979 ","1,561,979 ",0 ,"33,975 ","33,975 ",0 ,0 ,0 ,0 ,0 ,"99,667 ","4,397,152 ",0.0,,,,,,,,,,,,,,,,,
SouthWest Transit,Eden Prairie,MN,5221,50518,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890 ", 66 ,MB,PT,59,0, 24.72 , 22.77 , 24.09 ,"1,103,448 ","1,935,422 ","1,223,763 ","711,659 ","76,460 ","49,499 ","26,961 ",0 ,0 ,0 ,0 ,"1,192,559 ","27,150,021 ",201.9,,,,,,,,,,,,,,,,,
Big Bend Transit,Tallahassee,FL,4R02-011,4R02-41153,Private-Non-Profit Corporation,Rural Reporter,0 , 66 ,DR,DO,55,0, 18.45 , -   , 1.59 ,0 ,0 ,"1,219,610 ",0 ,0 ,"66,103 ",0 ,0 ,0 ,0 ,0 ,"104,868 ",0 ,0.0,,,,,,,,,,,,,,,,,
